"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gm36875",61.6318982763925,-1.67234205886712,0.213708188900099,-7.82535319528108,5.062336241282e-15,2.73913057620391e-13
"Gm29979",15.4915884844309,-1.01743253460299,0.390388234630585,-2.60620696104164,0.00915511249206458,0.0422359027651151
"Gm11190",58.5462678440945,-1.40592156992675,0.266215580890948,-5.2811393128138,1.28383020812918e-07,2.53047986431758e-06
"Dusp14",1764.79502209799,-1.14504571708085,0.112928775709173,-10.1395389252223,3.68836320687186e-24,4.80298656798854e-22
"Gdpd1",26.1599643632982,-4.94316565035654,0.634321287060763,-7.7928421309358,6.5518461955581e-15,3.51585746532518e-13
"Epn3",122.887400394743,1.61870999416095,0.610862616661632,2.64987568400766,0.00805213933819083,0.038055271641152
"Prr15l",21.5600199757401,-1.00199294947791,0.336421666480534,-2.97838412121382,0.00289772577812708,0.0166134937290104
"Krt9",1183.9829175994,-1.32505015060236,0.0848149346150154,-15.6228399705419,5.08876136666557e-55,3.31329252583595e-52
"Kcnh4",3199.297318194,-1.22398727779799,0.0838760642289388,-14.5928077223215,3.12084460375674e-48,1.48681604012635e-45
"Wnt9b",31.8247113190174,3.5611375234381,1.13200321264149,3.14587227639425,0.00165592303235488,0.0104846497863818
"Rgs9",41957.8527566465,-1.02034303822718,0.060460768064224,-16.8761177023641,6.74364030576986e-64,6.27254886155251e-61
"Gm39441",12.265188649533,-1.89865657078562,0.493307748745446,-3.84882778673998,0.000118684405791846,0.00112399492720236
"Gm46302",52.8873904296888,-1.22937314206659,0.229359766954603,-5.36002088940874,8.32123293862884e-08,1.7019753192695e-06
"Gm11723",6.2914363814853,-2.1184122973104,0.778138627598709,-2.72240989224208,0.00648077043441898,0.0319185297265522
"Greb1",87.0618558307167,1.58017048189027,0.513973063931954,3.07442275243333,0.00210910332593275,0.0128100482790561
"1700030C10Rik",33.4886711785598,1.20141420737613,0.374268147388347,3.21003594818215,0.00132718373168464,0.00872270519212522
"Gm25821",15.5897876114637,-1.11263201583397,0.400990988337603,-2.77470578689717,0.00552516663830964,0.0279884626517336
"Gm21297",63.7945113355496,-1.09250861766378,0.206917186411212,-5.27993172830318,1.2923203043362e-07,2.53697412106523e-06
"C630031E19Rik",41.3042764675913,-1.28415543586318,0.28493589544703,-4.50682225855922,6.58057118246455e-06,8.82341324415837e-05
"Cdhr3",86.0419034308346,1.38420390153078,0.23583342469639,5.86941356303836,4.37339285100099e-09,1.08270573585047e-07
"Gm34581",9.47079199766078,-1.58829757652263,0.58718627595933,-2.7049296646583,0.00683188532875685,0.0334286613543606
"Gm34745",10.07074180201,-1.62047812377957,0.53007514335277,-3.05707246246242,0.00223510236643689,0.0134333090841883
"Gm34189",37.014726077772,-1.04961467100576,0.262058345688974,-4.00527091875754,6.19464422257056e-05,0.000631523933191392
"Esr2",14.1426327909223,1.792309257916,0.559144527138946,3.20544898666354,0.00134851948079842,0.00884507421707037
"Noxred1",96.4382094607498,-1.00600294745846,0.205013711300063,-4.90700324909514,9.24785016777273e-07,1.50477479218629e-05
"Ifi27l2b",34.0808567512,-3.16486488934457,0.374570868578893,-8.44930867515655,2.93032780059231e-17,2.01542580735808e-15
"Ak7",133.206728353383,1.03412633777579,0.225752355670286,4.58079976488106,4.63201169263521e-06,6.45342969987472e-05
"Gm32370",16.8594983722766,-1.62385111002769,0.427871564672997,-3.79518351790618,0.000147534285219351,0.00135549726866866
"Gm33236",28.1976031872255,-1.41614696221196,0.341208944989714,-4.1503805307761,3.31922982779065e-05,0.000365676910469457
"Gm34667",19.5546855474025,-1.5161504752541,0.363635041994593,-4.16942896080032,3.05363776405593e-05,0.000341814936649309
"Amn",65.5480493099122,1.0218440085518,0.23432480074908,4.36080178148115,1.29586720121162e-05,0.000159337330998688
"Lbhd2",10.3114990638554,1.75527068821938,0.58109147831838,3.02064434553223,0.00252237447596858,0.0148895559501645
"Gm51961",222.842323674124,-1.0292419536515,0.122859208885885,-8.37740990671266,5.41051518911284e-17,3.60694857300141e-15
"Vipr2",89.5190019116755,1.84258528175259,0.718205914599239,2.56553899696129,0.0103015640751762,0.0463428031046559
"Edaradd",16.8916612234495,2.42814701308251,0.642493635140032,3.77925457978006,0.000157298541363298,0.00143374354104027
"Gm6556",610.394225290129,-1.00602746474717,0.103851953757104,-9.68713084686047,3.42001183969406e-22,3.69077852291403e-20
"Aoah",23.6669291434438,-1.0619465045739,0.312239525613956,-3.40106366253853,0.000671241935359623,0.00498152307119283
"Gpx6",160.985250717514,-3.00411657119507,0.203497950708975,-14.7623922537249,2.56035421363717e-49,1.28234356038397e-46
"Gm52041",128.643522798314,-1.46577305103787,0.151681309828877,-9.66350470398442,4.30865921238939e-22,4.59896395604382e-20
"Dsp",65.6603948342499,1.55254960075717,0.221360748967837,7.01366257566623,2.32158910470862e-12,9.01542743186351e-11
"Sycp2l",16.8254637330461,1.82756744922331,0.415072721220105,4.4030054392666,1.06761488251586e-05,0.000134975543690501
"Cks2",19.0116531871909,1.33305138113555,0.380495611918715,3.50346059029015,0.000459254606668112,0.00362010501696862
"Gm33763",22.0212196437669,1.61870105936209,0.350073932992119,4.62388343378464,3.76621565210321e-06,5.35801094920117e-05
"Gm33873",12.254882231021,1.51167894838175,0.491253834221744,3.07718503770376,0.00208965540542907,0.0127196132858354
"Gm40954",60.9869056612709,-1.65821135674288,0.239285426061057,-6.92984685293688,4.21296452235388e-12,1.57345766759347e-10
"Fgfr4",16.8248997422297,1.82806856184791,0.418269157954414,4.37055548343143,1.2393085804631e-05,0.000153600345826052
"Rgs14",2708.32635226342,-1.19274665612515,0.0597326259795535,-19.9680934257507,1.04361554352734e-88,3.46741487541317e-85
"Gm33197",8.86698331199556,1.92009817761376,0.594404959758623,3.23028626543338,0.00123666329077071,0.00825273114404657
"Cntnap3",953.257363051801,-1.0275797808737,0.0938120292650664,-10.953603593525,6.3855601119085e-28,1.12368599699017e-25
"Gm31946",15.7537433147464,1.27377523059388,0.461777369683193,2.75841848089648,0.00580817897286164,0.0291573271336177
"9330111N05Rik",19.821157026249,-1.07663886758816,0.354364617254031,-3.03822338677894,0.00237977472030808,0.0141676743711605
"Gm41033",16.7734005052633,1.05710723361751,0.404510970505551,2.61329682182996,0.00896733845028346,0.0415349875109331
"Naip1",11.1526656053665,-1.38519294119631,0.535953907198758,-2.58453744359515,0.00975097160986939,0.0443872590201769
"Gm31803",68.4356238780907,-1.42852834994421,0.233848730100256,-6.1087710390036,1.00401240054417e-09,2.74669106720299e-08
"Gm32881",19.1828761374407,1.35241221366842,0.357069089592859,3.78753651068056,0.000152148332897879,0.00139264919704512
"Fst",106.823337068381,-1.02227451327056,0.163527813232792,-6.25138007450321,4.06841442095033e-10,1.18080741284432e-08
"Fgf10",78.9749817187169,1.49473786967684,0.542370184008358,2.75593665313617,0.00585243302059767,0.0293173410269737
"Gm3739",20.1284051431839,1.10446437086975,0.37592079291696,2.93802415742861,0.00330311284532489,0.0184658566707874
"Dusp13",8.32207804136622,-1.54976542460707,0.552158402276267,-2.80674063496666,0.00500455182616829,0.0258334859462329
"Prkcd",2059.76928521844,1.88313787746949,0.725773508219326,2.59466328839935,0.00946836260826758,0.043353381816055
"Gm31251",2656.06486045821,-1.21858170456534,0.0793955050825699,-15.348245512111,3.63895424620159e-53,2.29289333196954e-50
"Shisa2",304.52910854629,-1.22776477358573,0.140110579624773,-8.76282702472419,1.90413727009557e-18,1.45856914889321e-16
"Gm35908",25.8988232811529,1.20986236123869,0.399489475384093,3.02852123970339,0.00245753801323342,0.0145596269373638
"Pnoc",125.254391538029,1.4930033803194,0.21173884337343,7.0511548874681,1.77438845960168e-12,7.00184440028276e-11
"Gm30438",23.6816644448367,-1.10442282269848,0.340892644384313,-3.23979657787331,0.00119615001053692,0.00803728866729192
"Gm30806",54.9889770996185,-1.84575928112437,0.258561818135451,-7.13856088433538,9.43130950816476e-13,3.85401189587829e-11
"Nkx3-1",12.7381655656012,1.26861364685298,0.483916561312579,2.62155451636535,0.00875297618332747,0.0407366890133275
"Fgf17",19.6360039388321,-1.02322126665513,0.366274988233815,-2.7935876036448,0.00521269078770893,0.0266742108952239
"Pcdh20",523.360385006672,1.00722362352467,0.114646305960353,8.78548693817485,1.55688639209009e-18,1.20677229748793e-16
"Pou4f1",10.3336537904648,1.73007110803285,0.538252592963534,3.2142364582163,0.00130791916978173,0.00862511314765243
"Slitrk6",269.077779924798,1.28642575677011,0.201826285728415,6.373925735824,1.84249835813999e-10,5.69454437176399e-09
"Capsl",19.2534612563153,1.25898742922249,0.413524156878842,3.04453176018774,0.00233042822742588,0.0139163113929409
"Rxfp3",30.2180065604213,1.41545622655359,0.484645798067868,2.92059939897669,0.00349358731637865,0.0192454530468042
"Arc",6529.34741751716,-1.03586071770897,0.216909372935521,-4.7755461356522,1.79220195253994e-06,2.73492818273146e-05
"Mafa",146.644583213411,-2.42407227326266,0.184923740446641,-13.1084968723208,2.94374986449141e-39,9.4262731316575e-37
"Mapk15",78.588732659185,1.02344649217261,0.317543718203309,3.22300972591541,0.00126851246495085,0.00840212071138859
"Tmprss6",136.198688810356,-2.02521116730182,0.258333338289412,-7.83952694883294,4.5224689774295e-15,2.46752476357906e-13
"Il2rb",48.2141058010967,-1.83616642461802,0.260901956307125,-7.03776411111517,1.95349025688098e-12,7.61627249254613e-11
"Gm31134",8.86271229885989,1.34907872262391,0.522533633235071,2.58180265693443,0.00982857688235431,0.0446572673279895
"Tnfrsf13c",22.0566730883338,1.44505296741977,0.35242005059336,4.10037103447085,4.12488258798192e-05,0.000441244970378154
"Gm30339",7.38367012661512,1.89226501005735,0.639406386902868,2.95940899061554,0.00308229728890691,0.0174169645434627
"Gm17546",23.7402150658816,-1.10408052782288,0.323971609899458,-3.407954567888,0.000654517912184591,0.00487407486797622
"Endou",30.4316906133553,1.21044912931278,0.422730913512419,2.86340338645997,0.00419116608105924,0.0223616626772276
"Gm16537",21.214054249873,-1.73191182106786,0.348504590686261,-4.96955238855664,6.71076379181974e-07,1.12419681943066e-05
"Nr4a1",5105.62976862663,-1.04014109076226,0.20810837635129,-4.99807412367913,5.79057275933019e-07,9.84397369086132e-06
"Krt73",7.66881533185177,1.52216961947472,0.572767351768248,2.65757050358314,0.00787061258854825,0.0373538236443777
"Hoxc6",7.71121441981775,4.80554929066882,1.15681154762697,4.15413322984775,3.26522894600316e-05,0.000360745005669003
"Itga5",1448.84398321769,-1.22182091805491,0.105372867107709,-11.5952137546567,4.35776290328429e-31,9.15270782686582e-29
"Gm41414",18.4807460278943,1.22395421168477,0.406708553460785,3.00941350082223,0.00261752601095796,0.0153124095753345
"Tmem114",26.9913600372425,-1.98318799037359,0.415749769363802,-4.77014814321689,1.84090481731242e-06,2.80268073238998e-05
"Gm35685",44.3832833173816,1.43560300834898,0.262762261621739,5.46350529748298,4.66823332278364e-08,1.00202858784542e-06
"Fbxo40",35.1118735295702,1.15481871317386,0.398085152676315,2.90093389670538,0.00372052354354618,0.0202883825728888
"Abi3bp",650.2420022326,-1.36187543475437,0.0817811272791772,-16.6526860177082,2.8931994989429e-62,2.56876662785689e-59
"Cldn14",75.5010621782667,1.24734210262998,0.211816298701826,5.88879189313881,3.89028951643666e-09,9.71726663996896e-08
"Dynlt1c",13.432098655629,1.79532339839213,0.618777406329222,2.90140425301328,0.00371494287698504,0.0202636077118539
"Ccr6",51.3417701346814,-1.60057635276745,0.271698026453554,-5.89101206828629,3.83837518847734e-09,9.59986972554775e-08
"Gm8465",18.2121382232284,-1.77693175687581,0.403668162735148,-4.40196161331077,1.07276539959733e-05,0.00013545136748762
"Pde10a",60998.650238029,-1.02549730974636,0.071590727161802,-14.3244432680316,1.53956901520603e-46,6.53747860304769e-44
"Mas1",47.1376601857225,-1.54292945515626,0.294024848979563,-5.2476158410118,1.54080166489204e-07,2.98280266802143e-06
"Gm36798",28.7749594806592,2.15786588802996,0.330812072856501,6.52293572419287,6.89444134595081e-11,2.27098014857432e-09
"Prss33",7.7754089897054,-2.19130008454646,0.626649454746906,-3.4968514979902,0.000470783825242886,0.00368569958255283
"Prss41",25.6601808424472,-1.1167678352553,0.313037707009146,-3.56751857763472,0.000360377836319721,0.00293792165143285
"Prss32",13.6093995950331,-1.34055002638377,0.424945108338008,-3.15464279992953,0.00160694716121908,0.0102207615210699
"Baiap3",1965.51494804211,1.04352810075185,0.324751155288336,3.21331605371914,0.00131211815679613,0.00864404855200631
"Mslnl",24.8896962916637,-1.85854245987139,0.36578320267834,-5.08099455158892,3.75463888800147e-07,6.64305809776565e-06
"Gm41590",21.0472989621822,1.06481562019293,0.340550620993884,3.12674696374155,0.00176751982444985,0.0110834557723849
"Gm34686",38.3218057059354,1.01138231451591,0.267007011740709,3.78784927003363,0.000151956985747471,0.00139154983713331
"LOC102632541",41.9733914781437,-1.09947997698248,0.246960240071585,-4.45205259220584,8.50533266158071e-06,0.000110756441919104
"Greb1l",295.880455975609,1.17841044013433,0.112975832997804,10.4306417475783,1.79670678855724e-25,2.67901325960981e-23
"Dsg2",112.048695081508,1.25035221807673,0.164905038640951,7.58225599642916,3.39597360565337e-14,1.70086031895455e-12
"Klhl14",108.94328031852,1.00352530085428,0.179252748476199,5.59838166714376,2.16362007002826e-08,4.86329008375858e-07
"Myo7b",15.3322140207696,-1.86645819024366,0.418734187751802,-4.45738190202414,8.29667177756707e-06,0.000108473152497468
"Egr1",13045.3049434171,-1.12753041179532,0.0996384460591829,-11.316218351354,1.09076398920189e-29,2.10949435654262e-27
"Zfp474",27.2912896382101,1.18700779674586,0.368061453284286,3.22502610950957,0.00125961180560381,0.00836301747072031
"Adamts19",76.551069016436,2.09963463165524,0.372904272848945,5.63049228590027,1.7969597863071e-08,4.10046910116082e-07
"Mir6982",27.5048897394699,-1.31094531327067,0.305489012291485,-4.29130103055825,1.77629320226834e-05,0.00021130001389894
"Gm52348",40.564471595459,-1.12441758532529,0.250492439483615,-4.48882843587318,7.16159439459909e-06,9.48017419421455e-05
"Gm46636",11.8376974797457,-1.37659750595338,0.475203096903415,-2.89686139447272,0.00376916240707988,0.0204963945705711
"Gal",25.7759276889177,1.91798386525071,0.532853632922627,3.59945723693549,0.000318882065179345,0.00264377053444319
"Acy3",95.6833932816185,1.45460268664467,0.184240773744619,7.89511820364441,2.90040221808227e-15,1.63738602675725e-13
"Lrrc10b",9077.36112624667,-1.11326831211564,0.0834522592240591,-13.3401818293097,1.35129539659651e-40,4.6306759617052e-38
"Zp1",10.2220034964033,-1.55388452700552,0.504439264567372,-3.08041946008741,0.00206709251955915,0.0126137201451262
"1700028P14Rik",8.06547971588001,1.51440110877009,0.584269731398345,2.5919554400767,0.00954321314553988,0.0436347337012712
"Ch25h",24.8433101530091,-1.25075100722461,0.410547062592054,-3.04654720783481,0.0023148612586901,0.0138360419112588
"Wnt8b",50.2664855798162,-2.55622232745029,0.291689298642868,-8.76351082930889,1.89261716383602e-18,1.45545240398461e-16
"Kazald1",136.454668458442,1.22937429074509,0.155840344252257,7.88867797131604,3.05404462212988e-15,1.7142141840248e-13
"Tcf7l2",467.426132973983,1.34055915853999,0.482765509891634,2.77683291592413,0.0054891388463269,0.0278274978160663
"Plekhs1",11.2611943306234,1.99679805848786,0.518059968405954,3.85437628896884,0.00011602503229786,0.0011033675539796
"Gm39507",8.87293824652403,1.44168093681604,0.542491127982361,2.65751984217319,0.00787179564340039,0.0373538236443777
"Arhgap36",88.5720314020819,1.4872652573539,0.529070959380633,2.81108843905361,0.00493742123628369,0.0255612639831247
"Brs3",13.1757600939164,2.10118217457718,0.555852847977581,3.78010508036819,0.000156762184557969,0.00143085782755645
"Pgr15l",10.9764105331453,1.66700989292733,0.626064728476083,2.66267977911012,0.00775211468483224,0.0369682754245186
"Dgat2l6",40.4108700764223,-2.10437676949592,0.279964297162626,-7.51658976099201,5.62234848057342e-14,2.72509510846254e-12
"Arr3",73.4277577029757,-1.21590102422979,0.204849498098932,-5.93558214940106,2.92804666151054e-09,7.46651898685187e-08
"4933403O08Rik",14.0901285858783,1.43207681054394,0.51369335562486,2.78780481558294,0.00530665055163186,0.0270555810634342
"Pof1b",9.5416373732172,1.48842763271022,0.51337752014042,2.89928478423267,0.00374015012650237,0.0203669786509537
"Sytl4",74.9899835158754,1.27962855310136,0.360107613376653,3.55346153640729,0.000380196790610669,0.00308532775695812
"Gm24627",6.80307582017341,-1.92081402808567,0.686464294729778,-2.7981266364943,0.00513999559764497,0.026393147741535
"Phex",174.421143469986,-1.80860904768548,0.161152463532941,-11.2229686598355,3.1453133475355e-29,5.96479666188455e-27
"Rnf138rt1",18.8862210789241,1.74727877600582,0.379395761590843,4.6054251335843,4.11624057555527e-06,5.81783843432136e-05
"Erdr1_1",74.3724570915035,2.1298243597185,0.646521030092653,3.29428473411495,0.000986724907158248,0.00683222176941583
"Celf1_1",52.6122179116863,3.39832120111924,1.10601889619633,3.0725706520985,0.00212223588347323,0.0128777985436106
"Cacng7_1",46.0667932502887,-7.05836198744395,2.7746575488466,-2.54386779744335,0.0109632569480593,0.0487025922143375
"Atg2a_1",12.7711709206652,4.25111997899881,1.52324970928083,2.79082277390088,0.00525742507408457,0.026861962849096
"Rasgrp2_1",87.0475672872122,-1.67194665997254,0.640712866887752,-2.60951004167277,0.00906719848542208,0.0418995949883486
"Atp6v1e1_1",30.8060022355752,1.41603436087633,0.524382785699692,2.70038300167862,0.00692596926115527,0.033812786197987
"Ttc3_1",72.2946180868819,-1.00968372951829,0.270307516560041,-3.73531503070142,0.000187480340447194,0.00167599702057439
"Hipk1_1",58.6645374662186,1.79005159726314,0.688855551341874,2.59858775003869,0.00936081165192361,0.0429919430982892
"Phtf1_1",7.33091391522427,2.56868395068283,0.958395486198712,2.6801920372883,0.00735799346127985,0.0354435724486262
"Phc2_1",15.0078527621635,-2.23122535818491,0.658213532809038,-3.38981993983438,0.000699385447853879,0.00515124281784684
"Exosc10_1",15.7865773571893,4.49074298047565,1.47154114376018,3.05172777500507,0.00227528347168736,0.0136412253076947
"Clstn1_1",110.187038129971,-2.38077527493039,0.858238822002054,-2.77402421551689,0.00553675567087801,0.0280252522724178
"Rere_1",9.86438407743934,1.63246925415155,0.603447544554899,2.70523804244768,0.0068255458600471,0.0334060103443498
